,State,District,Market,Commodity,Variety,Arrival_Date,Min,Max
946,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-04-27,310,610
947,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-04-28,280,690
948,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-04-29,290,830
1257,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-04-29,1300,1500
949,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-04-30,310,870
1258,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-04-30,1800,1800
838,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-01,740,1580
1179,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-01,3000,3000
506,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-01,2000,2900
537,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-02,1600,2000
1198,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-02,2000,2000
867,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-02,450,980
896,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-03,440,740
1219,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-03,1400,1500
566,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-03,800,1400
1245,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-04,1000,1000
597,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-04,800,1200
953,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-05,310,680
1263,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-05,2400,2500
615,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-05,800,1200
645,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-06,800,1600
1284,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-06,2000,2000
670,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-07,600,800
1013,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-07,530,900
1309,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-07,2000,2000
1335,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-08,2000,2000
718,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-09,500,700
1363,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-09,1300,1500
1064,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-09,320,820
748,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-10,600,600
1385,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-10,800,1000
1093,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-10,150,900
1119,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-11,170,800
779,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-11,600,800
1409,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-11,500,600
809,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-12,650,850
1149,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-12,60,760
1269,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-13,2000,2000
961,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-13,330,700
623,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-13,800,1600
624,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-14,600,1400
962,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-14,310,670
625,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-15,600,1200
963,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-15,310,670
626,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-16,600,800
964,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-16,300,680
1270,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-16,2000,2000
1271,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-17,2000,2000
627,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-17,800,1600
965,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-17,260,710
966,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-18,310,640
1272,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-18,2000,2000
628,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-18,800,1600
967,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-19,310,720
1273,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-19,2000,2000
629,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-19,500,1500
630,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-20,800,1600
1274,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-20,2000,2000
968,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-20,320,800
1275,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-21,2000,2000
969,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-21,300,540
631,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-21,900,1700
970,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-22,300,540
1276,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-22,1400,1500
632,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-22,900,1500
633,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-23,800,1600
971,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-23,290,830
1277,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-23,1300,1500
972,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-24,480,880
634,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-24,800,1400
1278,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-24,2000,2000
973,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-25,520,840
635,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-25,700,1300
974,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-26,490,720
1279,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-05-26,1400,1500
636,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-26,800,1200
975,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-27,460,840
637,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-27,800,1200
976,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-28,390,800
638,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-28,700,1300
639,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-29,600,1200
977,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-29,390,800
978,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-30,520,750
640,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-30,700,1100
1174,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Hybrid,2016-05-31,2000,2000
641,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-05-31,700,1500
979,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-05-31,430,810
839,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-01,800,1530
507,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-01,2000,2600
1180,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-01,2500,2500
538,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-02,1600,2000
868,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-02,440,850
1199,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-02,1700,1800
897,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-03,440,740
1220,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-03,1400,1500
567,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-03,800,1300
598,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-04,800,1200
1246,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-04,1000,1000
925,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-04,400,730
616,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-05,1200,1800
1264,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-05,2400,2500
954,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-05,310,680
646,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-06,800,1600
1285,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-06,2000,2000
984,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-06,540,890
1310,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-07,2000,2000
671,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-07,650,850
1014,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-07,610,690
1336,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-08,1800,2000
1043,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-08,350,1000
719,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-09,500,700
1065,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-09,300,680
749,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-10,500,600
1094,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-10,100,670
1386,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-10,800,1000
780,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-11,600,800
1120,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-11,170,800
1410,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-11,600,800
1150,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-12,50,730
810,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-12,600,800
1435,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-12,500,600
991,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-13,310,800
653,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-13,600,1000
654,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-14,600,1000
992,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-14,860,860
1291,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-14,1300,1500
993,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-15,680,760
1292,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-15,1300,1500
655,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-16,600,800
994,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-16,580,880
1293,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-16,1400,1500
995,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-17,650,820
656,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-17,600,800
1294,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-17,1400,1500
996,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-18,360,800
1295,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-18,2000,2000
657,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-18,500,800
658,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-19,500,800
1296,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-19,2000,2000
997,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-19,360,800
998,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-20,210,770
659,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-20,600,700
1297,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-20,1400,1500
660,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-21,550,750
1298,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-21,1400,1500
999,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-21,860,860
661,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-22,600,800
1299,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-22,1400,1500
1000,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-22,590,900
1300,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-23,1500,1800
662,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-23,600,800
1001,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-23,590,900
1301,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-24,2000,2000
663,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-24,600,800
1002,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-24,260,930
1003,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-25,620,620
1302,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-25,2000,2000
664,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-25,650,850
1004,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-26,620,620
1454,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Medium,2016-06-26,2000,2000
1303,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-27,2000,2000
1005,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-27,490,740
1304,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-28,2000,2000
1006,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-28,470,830
1305,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-29,2000,2000
1007,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-29,630,740
665,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-06-30,600,1000
1008,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-06-30,550,1040
1306,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-06-30,2000,2000
840,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-01,700,1380
1181,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-01,2600,2800
508,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-01,1300,2500
869,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-02,440,850
539,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-02,1400,2200
898,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-03,440,740
568,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-03,800,1200
599,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-04,800,1200
926,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-04,400,730
617,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-05,1000,1900
955,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-05,350,760
1265,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-05,2400,2500
985,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-06,370,800
1286,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-06,1600,1800
647,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-06,900,1500
1015,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-07,610,690
672,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-07,600,800
1311,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-07,2000,2000
1337,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-08,1800,2000
1044,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-08,350,1000
720,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-09,500,700
1066,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-09,300,680
1364,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-09,1300,1500
1387,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-10,800,1000
750,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-10,400,600
1411,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-11,400,500
781,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-11,600,800
1121,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-11,120,830
811,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-12,600,800
1151,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-12,60,720
1021,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-13,740,1210
678,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-13,800,1200
1317,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-13,2000,2000
1318,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-14,2000,2000
1022,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-14,960,1190
679,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-14,800,1200
1023,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-15,750,1040
680,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-15,600,1000
1319,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-15,2000,2000
681,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-16,600,1000
1320,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-16,2000,2000
1024,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-16,940,1210
682,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-17,850,1050
1321,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-17,1800,2000
1025,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-17,940,1210
683,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-18,700,900
1322,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-18,1800,2000
1026,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-18,650,960
1323,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-19,2000,2500
684,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-19,700,900
1027,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-19,610,1110
1028,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-20,630,860
685,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-20,600,800
1029,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-21,420,810
1324,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-21,1800,2000
686,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-21,600,800
687,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-22,600,800
1325,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-22,1800,2000
1030,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-23,580,970
1326,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-23,1700,2000
688,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-23,700,900
1327,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-24,1800,2000
1031,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-24,580,970
689,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-24,800,1000
1032,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-25,670,1050
690,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-25,800,1000
1328,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-25,1800,2000
691,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-26,800,1000
1329,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-26,2000,2000
1033,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-26,630,1060
1330,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-27,1800,2000
692,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-27,500,900
1034,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-27,550,920
693,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-28,500,900
1035,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-28,440,750
1331,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-28,1700,2000
1332,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-07-29,1700,2000
694,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-29,500,900
1036,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-29,440,790
695,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-30,600,800
1037,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-30,440,790
1038,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-07-31,440,790
696,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-07-31,600,800
509,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-01,1800,2800
1182,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-01,3000,3000
841,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-01,500,1380
870,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-02,440,850
540,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-02,1300,2100
899,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-03,380,680
1221,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-03,1400,1500
569,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-03,600,1200
600,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-04,800,1200
927,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-04,400,730
956,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-05,350,760
618,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-05,1000,1900
986,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-06,390,650
648,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-06,900,1500
1287,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-06,1700,1800
1312,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-07,2000,2000
673,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-07,800,1000
1016,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-07,380,750
1045,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-08,330,990
1338,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-08,1700,2000
1365,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-09,1300,1500
721,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-09,400,600
1067,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-09,310,730
1388,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-10,800,1000
751,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-10,400,600
1095,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-10,100,750
1412,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-11,400,500
782,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-11,650,850
1122,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-11,120,830
812,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-12,600,800
1152,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-12,130,750
1343,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-13,2000,2000
697,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-14,700,1000
1344,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-15,2000,2000
698,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-15,1000,1400
1345,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-16,2000,2000
1048,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-17,300,1040
699,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-17,1400,1800
1346,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-17,1700,2000
1347,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-18,1800,2000
1049,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-18,320,1050
700,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-18,1800,2000
1050,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-19,340,860
701,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-19,1600,2000
1348,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-19,1700,2000
1349,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-20,1600,1800
1051,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-20,320,940
702,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-20,1400,1800
703,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-21,1200,1600
1052,Andhra_Pradesh,Kurnool,Kurnool,Onion,Local,2016-08-22,300,750
704,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-22,1200,1600
705,Andhra_Pradesh,Kurnool,Alur,Onion,Beelary-Red,2016-08-23,1200,1600
1350,Andhra_Pradesh,Kurnool,Pattikonda,Onion,Local,2016-08-23,1000,1000
